identificationType,fileIdentifier,fileSize,ArtifactId,similarity(s),RawLicenseName(s),licenseName(s),licenseURL(s),auther(s),relatedURL(s),name,description
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\LICENSE.txt,1812,?--typecode-libmagic-win_amd64--0,"0.76505,
0.76077,
0.76072",,research/scancode-toolkit/plugins/typecode-libmagic-macosx_10_9_intel/LICENSE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\src\typecode_libmagic\lib\libgnurx.NOTICE,920,?--typecode-libmagic-win_amd64--0,"0.73764,
0.73560",,research/scancode-toolkit/plugins/typecode-libmagic-win32/src/typecode_libmagic/lib/libgnurx.NOTICE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\plugins\typecode-libmagic-win_amd64\src\typecode_libmagic\lib\zlib.LICENSE,1244,?--typecode-libmagic-win_amd64--0,"0.75007,
0.74763,
0.74577",,research/scancode-toolkit/plugins/extractcode-libarchive-win32/src/extractcode_libarchive/lib/zlib.LICENSE,,,,typecode-libmagic-win_amd64,
pathSuffix,scancode-toolkit\samples\JGroups\LICENSE,26430,?--scancode-toolkit--0,"0.90598,
0.90582,
0.90414",,spdx/LGPL-2.1-only,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\samples\zlib\dotzlib\LICENSE_1_0.txt,1359,?--scancode-toolkit--0,"0.74773,
0.73839,
0.73334",,spdx/BSL-1.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\samples\zlib\dotzlib\readme.txt,2358,?--scancode-toolkit--0,0.7752,,research/scancode-toolkit/samples/zlib/dotzlib/readme,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\extractcode\PSF.LICENSE,32429,?--scancode-toolkit--0,"0.92155,
0.91919",,research/scancode-toolkit/src/extractcode/PSF.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\python.LICENSE,32429,?--scancode-toolkit--0,"0.92411,
0.91610",,research/scancode-toolkit/src/extractcode/PSF.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\spans.LICENSE,1482,?--scancode-toolkit--0,0.77168,,research/scancode-toolkit/src/licensedcode/spans.LICENSE,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\data\cc0-1.0.LICENSE,6433,?--scancode-toolkit--0,"0.86055,
0.84996,
0.85963",,spdx/CC0-1.0,,,,scancode-toolkit,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\389-exception.LICENSE,1301,?--389-exception.LICENSE--0,"0.76396,
0.77375,
0.76967",,"spdx/389-exception,
research/scancode-toolkit/src/licensedcode/data/licenses/389-exception.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-redhat.LICENSE",,,,389-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\3com-microcode.LICENSE,1698,?--3com-microcode.LICENSE--0,0.74641,,research/scancode-toolkit/src/licensedcode/data/licenses/3com-microcode.LICENSE,,,,3com-microcode.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\3dslicer-1.0.LICENSE,10297,?--3dslicer-1.0.LICENSE--0,0.88873,,research/scancode-toolkit/src/licensedcode/data/licenses/3dslicer-1.0.LICENSE,,,,3dslicer-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\4suite-1.1.LICENSE,2858,?--4suite-1.1.LICENSE--0,0.80819,,research/scancode-toolkit/src/licensedcode/data/licenses/4suite-1.1.LICENSE,,,,4suite-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\abstyles.LICENSE,737,?--abstyles.LICENSE--0,"0.77543,
0.75976",,"spdx/Abstyles,
research/scancode-toolkit/src/licensedcode/data/licenses/abstyles.LICENSE",,,,abstyles.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ac3filter.LICENSE,991,?--ac3filter.LICENSE--0,0.76679,,research/scancode-toolkit/src/licensedcode/data/licenses/ac3filter.LICENSE,,,,ac3filter.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\acdl-1.0.LICENSE,8599,?--acdl-1.0.LICENSE--0,"0.87866,
0.87567",,Approved/ACDL-1.0,,,,acdl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ace-tao.LICENSE,4442,?--ace-tao.LICENSE--0,"0.85133,
0.84352,
0.86279",,"spdx/DOC,
calculate-Linux/ACE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/tests/ACE/ACE-copying.html",,,,ace-tao.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-community-2012.LICENSE,17716,?--activestate-community-2012.LICENSE--0,0.9428,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-community-2012.LICENSE,,,,activestate-community-2012.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-community.LICENSE,4091,?--activestate-community.LICENSE--0,0.8156,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-community.LICENSE,,,,activestate-community.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\activestate-komodo-edit.LICENSE,7713,?--activestate-komodo-edit.LICENSE--0,0.87456,,research/scancode-toolkit/src/licensedcode/data/licenses/activestate-komodo-edit.LICENSE,,,,activestate-komodo-edit.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\actuate-birt-ihub-ftype-sla.LICENSE,9848,?--actuate-birt-ihub-ftype-sla.LICENSE--0,0.8722,,research/scancode-toolkit/src/licensedcode/data/licenses/actuate-birt-ihub-ftype-sla.LICENSE,,,,actuate-birt-ihub-ftype-sla.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ada-linking-exception.LICENSE,388,?--ada-linking-exception.LICENSE--0,"0.68826,
0.72184,
0.70331",,"spdx/gnu-javamail-exception,
research/scancode-toolkit/src/licensedcode/data/licenses/ada-linking-exception.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-plus-ada.LICENSE",,,,ada-linking-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adapt-1.0.LICENSE,45516,?--adapt-1.0.LICENSE--0,"0.94254,
0.93944,
0.93496",,spdx/APL-1.0,,,,adapt-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adaptec-downloadable.LICENSE,5052,?--adaptec-downloadable.LICENSE--0,0.83924,,research/scancode-toolkit/src/licensedcode/data/licenses/adaptec-downloadable.LICENSE,,,,adaptec-downloadable.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adaptec-eula.LICENSE,11040,?--adaptec-eula.LICENSE--0,"0.89749,
0.90395,
0.89119",,"calculate-Linux/Microsemi,
research/scancode-toolkit/src/licensedcode/data/licenses/adaptec-eula.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/licenses/adaptec",,,,adaptec-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\addthis-mobile-sdk-1.0.LICENSE,4127,?--addthis-mobile-sdk-1.0.LICENSE--0,0.82435,,research/scancode-toolkit/src/licensedcode/data/licenses/addthis-mobile-sdk-1.0.LICENSE,,,,addthis-mobile-sdk-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adi-bsd.LICENSE,1678,?--adi-bsd.LICENSE--0,0.72799,,research/scancode-toolkit/src/licensedcode/data/licenses/adi-bsd.LICENSE,,,,adi-bsd.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-acrobat-reader-eula.LICENSE,22528,?--adobe-acrobat-reader-eula.LICENSE--0,"0.92673,
0.93466",,calculate-Linux/Adobe,,,,adobe-acrobat-reader-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-air-sdk-2014.LICENSE,22487,?--adobe-air-sdk-2014.LICENSE--0,0.93306,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-air-sdk-2014.LICENSE,,,,adobe-air-sdk-2014.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-air-sdk.LICENSE,18554,?--adobe-air-sdk.LICENSE--0,0.91419,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-air-sdk.LICENSE,,,,adobe-air-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-dng-sdk.LICENSE,5322,?--adobe-dng-sdk.LICENSE--0,"0.83649,
0.82888",,"research/scancode-toolkit/src/licensedcode/data/licenses/adobe-dng-sdk.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/tests/Adobe/Adobe-DNG",,,,adobe-dng-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-eula.LICENSE,240,?--adobe-eula.LICENSE--0,0.65082,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-eula.LICENSE,,,,adobe-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-flash-player-eula-21.0.LICENSE,35647,?--adobe-flash-player-eula-21.0.LICENSE--0,"0.94079,
0.95699",,"calculate-Linux/AdobeFlash-11.x,
research/scancode-toolkit/src/licensedcode/data/licenses/adobe-flash-player-eula-21.0.LICENSE",,,,adobe-flash-player-eula-21.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-flex-4-sdk.LICENSE,26269,?--adobe-flex-4-sdk.LICENSE--0,0.93836,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-flex-4-sdk.LICENSE,,,,adobe-flex-4-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-flex-sdk.LICENSE,28480,?--adobe-flex-sdk.LICENSE--0,0.95142,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-flex-sdk.LICENSE,,,,adobe-flex-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-general-tou.LICENSE,48989,?--adobe-general-tou.LICENSE--0,0.96411,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-general-tou.LICENSE,,,,adobe-general-tou.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-glyph.LICENSE,1546,?--adobe-glyph.LICENSE--0,"0.78065,
0.77061,
0.76683",,spdx/Adobe-Glyph,,,,adobe-glyph.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-indesign-sdk.LICENSE,23424,?--adobe-indesign-sdk.LICENSE--0,0.9393,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-indesign-sdk.LICENSE,,,,adobe-indesign-sdk.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-postscript.LICENSE,428,?--adobe-postscript.LICENSE--0,0.664,,research/scancode-toolkit/src/licensedcode/data/licenses/adobe-postscript.LICENSE,,,,adobe-postscript.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adobe-scl.LICENSE,1648,?--adobe-scl.LICENSE--0,"0.78581,
0.76777,
0.76321",,"spdx/Adobe-2006,
research/scancode-toolkit/src/licensedcode/data/licenses/adobe-scl.LICENSE",,,,adobe-scl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\adsl.LICENSE,431,?--adsl.LICENSE--0,"0.69304,
0.69995,
0.69793",,"spdx/ADSL,
research/scancode-toolkit/src/licensedcode/data/licenses/adsl.LICENSE",,,,adsl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\aes-128-3.0.LICENSE,940,?--aes-128-3.0.LICENSE--0,"0.73623,
0.71850,
0.71529",,"research/scancode-toolkit/src/licensedcode/data/licenses/aes-128-3.0.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/bsd-simplified.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/bsd-unmodified.LICENSE",,,,aes-128-3.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afl-1.1.LICENSE,4677,?--afl-1.1.LICENSE--0,"0.83064,
0.80646,
0.82676",,"spdx/AFL-1.1,
spdx/AFL-1.2,
research/scancode-toolkit/src/licensedcode/data/licenses/afl-1.1.LICENSE",,,,afl-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afl-1.2.LICENSE,4689,?--afl-1.2.LICENSE--0,"0.82534,
0.82918,
0.80698",,"spdx/AFL-1.2,
research/scancode-toolkit/src/licensedcode/data/licenses/afl-1.2.LICENSE",,,,afl-1.2.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afl-2.0.LICENSE,8703,?--afl-2.0.LICENSE--0,"0.87495,
0.86202,
0.83405",,"spdx/AFL-2.0,
spdx/OSL-2.0",,,,afl-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afl-2.1.LICENSE,8921,?--afl-2.1.LICENSE--0,"0.85522,
0.85105,
0.83175",,"spdx/AFL-2.0,
spdx/OSL-2.0",,,,afl-2.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afl-3.0.LICENSE,10274,?--afl-3.0.LICENSE--0,"0.88445,
0.87779,
0.87383",,spdx/AFL-3.0,,,,afl-3.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afmparse.LICENSE,834,?--afmparse.LICENSE--0,"0.75002,
0.76254,
0.75539",,"spdx/Afmparse,
research/scancode-toolkit/src/licensedcode/data/licenses/afmparse.LICENSE",,,,afmparse.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afpl-8.0.LICENSE,11537,?--afpl-8.0.LICENSE--0,"0.88133,
0.88335,
0.85729",,"spdx/Aladdin,
research/scancode-toolkit/src/licensedcode/data/licenses/afpl-9.0.LICENSE",,,,afpl-8.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\afpl-9.0.LICENSE,12592,?--afpl-9.0.LICENSE--0,"0.88393,
0.88726,
0.89945",,"spdx/Aladdin,
calculate-Linux/Aladdin,
research/scancode-toolkit/src/licensedcode/data/licenses/afpl-9.0.LICENSE",,,,afpl-9.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agentxpp.LICENSE,16475,?--agentxpp.LICENSE--0,"0.91821,
0.87917",,"research/scancode-toolkit/src/licensedcode/data/licenses/agentxpp.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/snmp4j-smi.LICENSE",,,,agentxpp.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agere-bsd.LICENSE,1956,?--agere-bsd.LICENSE--0,0.72693,,research/scancode-toolkit/src/licensedcode/data/licenses/agere-bsd.LICENSE,,,,agere-bsd.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agere-sla.LICENSE,6471,?--agere-sla.LICENSE--0,"0.87310,
0.86890",,"research/scancode-toolkit/src/licensedcode/data/licenses/agere-sla.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/licenses/agere",,,,agere-sla.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-1.0-plus.LICENSE,441,?--agpl-1.0-plus.LICENSE--0,"0.68642,
0.68600,
0.66012",,"research/scancode-toolkit/src/licensedcode/data/licenses/agpl-1.0-plus.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/agpl-3.0-plus.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-plus.LICENSE",,,,agpl-1.0-plus.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-1.0.LICENSE,15825,?--agpl-1.0.LICENSE--0,"0.88816,
0.88814,
0.88040",,spdx/AGPL-1.0-only,,,,agpl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-2.0.LICENSE,667,?--agpl-2.0.LICENSE--0,0.73052,,research/scancode-toolkit/src/licensedcode/data/licenses/agpl-2.0.LICENSE,,,,agpl-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-3.0-bacula.LICENSE,40060,?--agpl-3.0-bacula.LICENSE--0,0.91114,,research/scancode-toolkit/src/licensedcode/data/licenses/agpl-3.0-bacula.LICENSE,,,,agpl-3.0-bacula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-3.0-openssl.LICENSE,755,?--agpl-3.0-openssl.LICENSE--0,"0.75698,
0.75176,
0.74167",,"research/scancode-toolkit/src/licensedcode/data/licenses/agpl-3.0-openssl.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/openssl-exception-gpl-2.0.LICENSE",,,,agpl-3.0-openssl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-3.0-plus.LICENSE,633,?--agpl-3.0-plus.LICENSE--0,"0.68092,
0.64800,
0.64791",,"research/scancode-toolkit/src/licensedcode/data/licenses/agpl-3.0-plus.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-plus.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-3.0-plus.LICENSE",,,,agpl-3.0-plus.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\agpl-3.0.LICENSE,33822,?--agpl-3.0.LICENSE--0,"0.91503,
0.91501,
0.91440",,spdx/AGPL-3.0-only,,,,agpl-3.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\aladdin-md5.LICENSE,856,?--aladdin-md5.LICENSE--0,"0.77936,
0.74292",,"spdx/Zlib,
research/scancode-toolkit/src/licensedcode/data/licenses/aladdin-md5.LICENSE",,,,aladdin-md5.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\alexisisaac-freeware.LICENSE,1457,?--alexisisaac-freeware.LICENSE--0,0.76419,,research/scancode-toolkit/src/licensedcode/data/licenses/alexisisaac-freeware.LICENSE,,,,alexisisaac-freeware.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\alfresco-exception-0.5.LICENSE,4798,?--alfresco-exception-0.5.LICENSE--0,"0.83875,
0.83639,
0.83174",,"research/scancode-toolkit/src/licensedcode/data/licenses/alfresco-exception-0.5.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/gpl-2.0-mysql-floss.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/licenses/alfresco-floss",,,,alfresco-exception-0.5.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\allegro-4.LICENSE,1351,?--allegro-4.LICENSE--0,"0.79059,
0.78771,
0.78601",,"spdx/Giftware,
research/scancode-toolkit/src/licensedcode/data/licenses/allegro-4.LICENSE,
research/scancode-toolkit/tests/licensedcode/data/more_licenses/licenses/giftware",,,,allegro-4.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\altova-eula.LICENSE,51119,?--altova-eula.LICENSE--0,0.96055,,research/scancode-toolkit/src/licensedcode/data/licenses/altova-eula.LICENSE,,,,altova-eula.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\amazon-redshift-jdbc.LICENSE,8334,?--amazon-redshift-jdbc.LICENSE--0,0.89361,,research/scancode-toolkit/src/licensedcode/data/licenses/amazon-redshift-jdbc.LICENSE,,,,amazon-redshift-jdbc.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\amazon-sl.LICENSE,4814,?--amazon-sl.LICENSE--0,"0.79721,
0.82766",,"calculate-Linux/Amazon,
research/scancode-toolkit/src/licensedcode/data/licenses/amazon-sl.LICENSE",,,,amazon-sl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\amd-historical.LICENSE,494,?--amd-historical.LICENSE--0,0.67037,,research/scancode-toolkit/src/licensedcode/data/licenses/amd-historical.LICENSE,,,,amd-historical.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\amdplpa.LICENSE,5625,?--amdplpa.LICENSE--0,"0.86102,
0.86080,
0.85369",,"spdx/AMDPLPA,
research/scancode-toolkit/src/licensedcode/data/licenses/amdplpa.LICENSE",,,,amdplpa.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\aml.LICENSE,2280,?--aml.LICENSE--0,"0.74153,
0.76993,
0.76551",,"spdx/AML,
research/scancode-toolkit/src/licensedcode/data/licenses/aml.LICENSE",,,,aml.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ampas.LICENSE,2045,?--ampas.LICENSE--0,"0.72020,
0.71653,
0.74942",,"spdx/AMPAS,
research/scancode-toolkit/src/licensedcode/data/licenses/ampas.LICENSE",,,,ampas.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\ams-fonts.LICENSE,1368,?--ams-fonts.LICENSE--0,0.80669,,research/scancode-toolkit/src/licensedcode/data/licenses/ams-fonts.LICENSE,,,,ams-fonts.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\android-sdk-2012.LICENSE,16294,?--android-sdk-2012.LICENSE--0,"0.91592,
0.89315",,"research/scancode-toolkit/src/licensedcode/data/licenses/android-sdk-2012.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/android-sdk-license.LICENSE",,,,android-sdk-2012.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\android-sdk-license.LICENSE,16606,?--android-sdk-license.LICENSE--0,"0.91923,
0.90709",,"research/scancode-toolkit/src/licensedcode/data/licenses/android-sdk-2012.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/android-sdk-license.LICENSE",,,,android-sdk-license.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\android-sdk-preview-2015.LICENSE,16845,?--android-sdk-preview-2015.LICENSE--0,0.9132,,research/scancode-toolkit/src/licensedcode/data/licenses/android-sdk-preview-2015.LICENSE,,,,android-sdk-preview-2015.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\antlr-pd.LICENSE,1171,?--antlr-pd.LICENSE--0,"0.80125,
0.77867,
0.76631",,research/scancode-toolkit/src/licensedcode/data/licenses/antlr-pd.LICENSE,,,,antlr-pd.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\anu-license.LICENSE,1026,?--anu-license.LICENSE--0,0.74641,,research/scancode-toolkit/src/licensedcode/data/licenses/anu-license.LICENSE,,,,anu-license.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\aop-pd.LICENSE,1592,?--aop-pd.LICENSE--0,"0.80805,
0.81243,
0.81528",,"calculate-Linux/CC-PD,
Approved/Copyright-Only Dedication",,,,aop-pd.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-1.0.LICENSE,2550,?--apache-1.0.LICENSE--0,"0.76640,
0.76011,
0.75002",,spdx/Apache-1.0,,,,apache-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-1.1.LICENSE,2129,?--apache-1.1.LICENSE--0,0.78954,,research/scancode-toolkit/src/licensedcode/data/licenses/apache-1.1.LICENSE,,,,apache-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-2.0-linking-exception.LICENSE,603,?--apache-2.0-linking-exception.LICENSE--0,"0.67630,
0.65812",,research/scancode-toolkit/src/licensedcode/data/licenses/apache-2.0-linking-exception.LICENSE,,,,apache-2.0-linking-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-2.0-runtime-library-exception.LICENSE,368,?--apache-2.0-runtime-library-exception.LICENSE--0,"0.67376,
0.66601",,research/scancode-toolkit/src/licensedcode/data/licenses/apache-2.0-runtime-library-exception.LICENSE,,,,apache-2.0-runtime-library-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-2.0.LICENSE,11356,?--apache-2.0.LICENSE--0,"0.87909,
0.87717,
0.87693",,spdx/Apache-2.0,,,,apache-2.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-due-credit.LICENSE,1685,?--apache-due-credit.LICENSE--0,0.78618,,research/scancode-toolkit/src/licensedcode/data/licenses/apache-due-credit.LICENSE,,,,apache-due-credit.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apache-exception-llvm.LICENSE,882,?--apache-exception-llvm.LICENSE--0,"0.73514,
0.74213,
0.72457",,"spdx/LLVM-exception,
research/scancode-toolkit/src/licensedcode/data/licenses/apache-exception-llvm.LICENSE",,,,apache-exception-llvm.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apafml.LICENSE,505,?--apafml.LICENSE--0,"0.75168,
0.75907,
0.73779",,"spdx/APAFML,
research/scancode-toolkit/src/licensedcode/data/licenses/apafml.LICENSE",,,,apafml.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-attribution-1997.LICENSE,770,?--apple-attribution-1997.LICENSE--0,"0.71079,
0.69687,
0.72725",,"spdx/HPND,
spdx/ISC,
research/scancode-toolkit/src/licensedcode/data/licenses/isc.LICENSE",,,,apple-attribution-1997.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-attribution.LICENSE,495,?--apple-attribution.LICENSE--0,0.6602,,research/scancode-toolkit/src/licensedcode/data/licenses/apple-attribution.LICENSE,,,,apple-attribution.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-excl.LICENSE,2277,?--apple-excl.LICENSE--0,"0.76775,
0.77513,
0.77501",,"spdx/AML,
research/scancode-toolkit/src/licensedcode/data/licenses/aml.LICENSE",,,,apple-excl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-mpeg-4.LICENSE,1094,?--apple-mpeg-4.LICENSE--0,"0.73575,
0.71920,
0.71845",,"calculate-Linux/MPEG-4,
research/scancode-toolkit/src/licensedcode/data/licenses/apple-mpeg-4.LICENSE,
research/scancode-toolkit/src/licensedcode/data/licenses/mpeg-iso.LICENSE",,,,apple-mpeg-4.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-runtime-library-exception.LICENSE,345,?--apple-runtime-library-exception.LICENSE--0,"0.67995,
0.67138",,research/scancode-toolkit/src/licensedcode/data/licenses/apache-2.0-runtime-library-exception.LICENSE,,,,apple-runtime-library-exception.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apple-sscl.LICENSE,539,?--apple-sscl.LICENSE--0,0.67647,,research/scancode-toolkit/src/licensedcode/data/licenses/apple-sscl.LICENSE,,,,apple-sscl.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apsl-1.0.LICENSE,19970,?--apsl-1.0.LICENSE--0,"0.89962,
0.89145,
0.89695",,spdx/APSL-1.0,,,,apsl-1.0.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apsl-1.1.LICENSE,19929,?--apsl-1.1.LICENSE--0,"0.91312,
0.91682,
0.91550",,spdx/APSL-1.1,,,,apsl-1.1.LICENSE,
pathSuffix,scancode-toolkit\src\licensedcode\data\licenses\apsl-1.2.LICENSE,20112,?--apsl-1.2.LICENSE--0,"0.90909,
0.91386,
0.89363",,"spdx/APSL-1.2,
research/scancode-toolkit/src/licensedcode/data/licenses/apsl-1.2.LICENSE",,,,apsl-1.2.LICENSE,
